user_id,movie_id,rating,timestamp,user_encoded,movie_encoded
634,274,3,876170992,633,273
825,508,4,880756725,824,507
407,519,4,875042466,406,518
897,465,5,879992030,896,464
716,95,4,879794775,715,94
524,520,3,884637314,523,519
36,873,3,882157386,35,872
720,872,3,891262780,719,871
536,195,4,882359431,535,194
452,603,4,887718667,451,602
21,551,3,874951898,20,550
324,273,5,880575449,323,272
381,225,3,892697495,380,224
650,72,2,891386755,649,71
181,146,1,878962955,180,145
38,400,1,892434036,37,399
689,471,4,876676433,688,470
169,483,3,891359200,168,482
91,616,4,891439439,90,615
1,83,3,875072370,0,82
160,640,3,876860808,159,639
299,1141,4,877880522,298,1140
357,473,3,878951831,356,472
206,332,3,888179602,205,331
802,196,3,875985239,801,195
640,214,5,874778274,639,213
160,135,4,876860807,159,134
588,208,3,890023879,587,207
177,1110,3,880131123,176,1109
42,451,2,881108982,41,450
201,656,4,884111775,200,655
815,65,5,878694664,814,64
59,125,3,888203658,58,124
849,406,4,879695125,848,405
716,180,3,879794815,715,179
314,763,5,877886706,313,762
222,732,4,878183425,221,731
145,106,4,875270655,144,105
868,662,2,877103714,867,661
425,318,2,878737841,424,317
370,435,3,879434999,369,434
554,1012,3,876231839,553,1011
6,531,4,883600747,5,530
94,186,4,891722278,93,185
567,504,4,882425874,566,503
285,151,5,890595636,284,150
450,1249,3,882812821,449,1248
109,755,5,880578814,108,754
63,306,3,875746948,62,305
641,64,4,879370337,640,63
702,300,3,885767461,701,299
279,80,4,875313750,278,79
829,192,5,881712519,828,191
239,288,2,889178513,238,287
617,635,4,883789716,616,634
916,421,5,880844291,915,420
642,204,4,885602593,641,203
405,969,3,885545015,404,968
896,28,2,887158738,895,27
621,1185,3,881445012,620,1184
59,196,5,888205088,58,195
87,732,4,879876703,86,731
864,232,4,888889327,863,231
382,1381,3,875945757,381,1380
664,203,4,876526685,663,202
340,502,2,884991678,339,501
185,321,5,883524428,184,320
43,781,3,883956494,42,780
276,289,2,890979634,275,288
362,264,1,885019695,361,263
109,395,3,880583672,108,394
624,597,3,879793129,623,596
254,21,3,886474518,253,20
619,300,5,885953684,618,299
429,248,5,882386870,428,247
29,189,4,882821942,28,188
622,588,4,882592246,621,587
105,307,2,889214381,104,306
121,292,4,891388960,120,291
40,337,4,889041523,39,336
655,872,3,888685879,654,871
889,94,4,880181646,888,93
659,86,5,891386071,658,85
881,172,4,876538986,880,171
346,1110,1,875264985,345,1109
425,679,3,878738548,424,678
210,208,5,887730443,209,207
429,80,3,882386684,428,79
200,951,5,884130014,199,950
38,758,1,892434626,37,757
894,318,5,879897168,893,317
655,1100,3,887427371,654,1099
897,56,2,879991037,896,55
59,755,4,888206254,58,754
704,603,5,891397262,703,602
612,127,2,875325049,611,126
213,127,5,878870790,212,126
721,471,5,877138200,720,470
488,222,4,891376029,487,221
938,276,3,891356572,937,275
344,597,2,884900454,343,596
723,988,1,880499254,722,987
116,294,2,876453376,115,293
345,365,2,884993760,344,364
314,501,4,877888610,313,500
718,546,4,883349158,717,545
345,534,4,884994592,344,533
95,432,3,879197886,94,431
659,942,3,891386347,658,941
863,754,3,889289067,862,753
252,410,5,891456989,251,409
5,42,5,875636360,4,41
390,258,5,879693461,389,257
314,710,3,877888796,313,709
592,344,4,888553156,591,343
871,182,5,888192925,870,181
853,288,4,879364822,852,287
327,708,4,887818596,326,707
96,216,4,884403095,95,215
10,705,4,877892050,9,704
711,254,2,879992038,710,253
828,1005,3,891037813,827,1004
416,846,3,878878779,415,845
737,58,4,884314970,736,57
291,741,5,874834481,290,740
70,173,4,884149452,69,172
527,213,4,879456186,526,212
400,323,4,885676582,399,322
758,93,5,881975922,757,92
825,844,2,892949244,824,843
646,908,3,888529054,645,907
807,102,4,892979501,806,101
589,304,5,883352599,588,303
221,76,4,875246662,220,75
532,1199,3,874789155,531,1198
257,1260,2,880496892,256,1259
535,382,5,879618058,534,381
313,604,4,891014552,312,603
786,322,3,882842463,785,321
271,411,1,885848062,270,410
13,121,5,882397503,12,120
646,349,2,888529127,645,348
537,184,3,886032246,536,183
224,689,3,888082246,223,688
747,939,3,888639362,746,938
504,499,4,887909595,503,498
591,86,5,891031171,590,85
943,201,5,888639351,942,200
94,475,5,885870362,93,474
892,184,4,886609726,891,183
823,433,4,878438379,822,432
846,492,3,883947737,845,491
638,50,4,876694704,637,49
320,241,4,884750968,319,240
823,426,4,878437658,822,425
871,1386,3,888193136,870,1385
533,258,4,884007368,532,257
8,687,1,879361825,7,686
286,56,2,877531469,285,55
21,595,3,874951617,20,594
717,628,5,884644605,716,627
164,248,4,889402030,163,247
455,939,4,879111454,454,938
331,933,3,877196235,330,932
536,449,4,882361262,535,448
535,480,4,879618207,534,479
188,591,5,875072674,187,590
908,494,3,879723046,907,493
796,736,3,893047126,795,735
724,286,1,883758268,723,285
87,1183,3,879875995,86,1182
59,290,3,888203750,58,289
936,274,3,886832858,935,273
296,134,5,884197264,295,133
622,755,4,882670211,621,754
666,650,5,880139409,665,649
682,184,4,888519307,681,183
223,257,4,891550005,222,256
692,127,3,876948910,691,126
161,286,2,891169991,160,285
774,659,3,888555864,773,658
121,300,3,891387810,120,299
716,514,5,879796331,715,513
463,243,1,877384970,462,242
568,486,4,877907720,567,485
99,1,4,886518459,98,0
472,143,4,875980823,471,142
727,411,3,883709905,726,410
889,1067,3,880177131,888,1066
186,98,5,891719859,185,97
397,156,5,885350381,396,155
452,419,4,887719030,451,418
916,971,4,880845476,915,970
922,568,3,891450524,921,567
896,141,3,887159012,895,140
422,287,3,878199757,421,286
521,684,3,884478807,520,683
716,559,2,879796846,715,558
601,107,4,876347113,600,106
160,4,4,876861754,159,3
60,71,3,883327948,59,70
537,404,3,886031720,536,403
270,217,5,876956360,269,216
778,238,3,890725804,777,237
774,189,2,888557987,773,188
297,156,4,875240090,296,155
868,154,3,877107539,867,153
13,158,1,882142057,12,157
321,511,4,879440954,320,510
474,616,4,887924028,473,615
496,432,4,876066652,495,431
690,202,2,881177349,689,201
13,11,1,882397146,12,10
292,523,4,881105561,291,522
806,511,5,882387520,805,510
682,566,3,888519260,681,565
171,270,4,891034835,170,269
552,13,3,879222238,551,12
788,62,3,880870179,787,61
533,96,4,879438767,532,95
805,100,5,881695196,804,99
529,333,4,882534996,528,332
763,737,2,878919055,762,736
24,358,3,875246012,23,357
144,699,4,888106106,143,698
68,258,5,876973692,67,257
730,742,3,880310553,729,741
632,156,3,879457437,631,155
561,1524,4,885809897,560,1523
766,447,3,891309522,765,446
10,234,4,877888877,9,233
343,154,5,876406552,342,153
284,906,3,885328836,283,905
894,340,4,879896756,893,339
70,63,3,884151168,69,62
151,707,4,879528537,150,706
763,135,5,878918332,762,134
589,313,5,883352434,588,312
488,880,3,891293606,487,879
320,869,4,884751068,319,868
503,137,5,879438072,502,136
874,20,3,888632615,873,19
645,654,5,892053686,644,653
828,52,3,891037639,827,51
918,168,3,891986999,917,167
271,31,4,885849325,270,30
451,333,5,879012550,450,332
99,310,3,885678348,98,309
365,150,5,891303950,364,149
451,879,4,879012580,450,878
650,419,4,891370971,649,418
14,32,5,890881485,13,31
833,201,4,875134150,832,200
21,327,3,874950932,20,326
698,121,2,886368545,697,120
883,945,4,891754985,882,944
323,993,4,878739488,322,992
798,769,2,876249507,797,768
690,357,5,881179122,689,356
178,318,5,882826982,177,317
181,696,2,878962997,180,695
712,738,4,874956841,711,737
822,1091,1,891038627,821,1090
823,233,4,878439365,822,232
724,906,1,883757468,723,905
184,511,4,889908740,183,510
325,485,3,891478599,324,484
305,86,4,886323757,304,85
306,258,2,876503793,305,257
274,713,5,878945437,273,712
796,204,5,892662441,795,203
18,969,3,880131106,17,968
715,182,5,875965035,714,181
897,526,5,879990813,896,525
94,328,3,891724990,93,327
457,393,3,882548583,456,392
766,503,3,891309329,765,502
234,279,3,892333980,233,278
295,79,4,879517600,294,78
500,762,4,883865532,499,761
819,321,4,880381928,818,320
707,1024,5,890008041,706,1023
465,7,5,883529916,464,6
268,172,5,875310031,267,171
286,212,1,877531830,285,211
716,601,4,879794892,715,600
299,418,4,889501790,298,417
286,89,4,877533381,285,88
835,486,4,891034084,834,485
577,1044,4,880475504,576,1043
13,635,1,882396984,12,634
514,64,4,875462645,513,63
601,763,5,876348035,600,762
542,192,5,886533421,541,191
312,921,5,891699295,311,920
262,1135,3,879794599,261,1134
457,227,4,882392853,456,226
194,222,1,879538960,193,221
589,294,5,883352600,588,293
557,1176,5,881179653,556,1175
865,408,5,880143385,864,407
846,770,5,883948606,845,769
495,1039,5,888635180,494,1038
499,886,4,885598215,498,885
548,358,2,891043547,547,357
788,56,3,880868235,787,55
275,679,3,880315080,274,678
774,758,1,888559036,773,757
405,1519,2,885546577,404,1518
324,332,3,880574766,323,331
353,286,5,891402757,352,285
896,82,3,887159068,895,81
354,52,5,891217547,353,51
810,678,4,879895453,809,677
479,609,5,879461951,478,608
285,100,4,890595636,284,99
19,692,3,885412840,18,691
461,258,4,885355735,460,257
504,98,5,887832433,503,97
721,380,5,877138661,720,379
899,202,4,884122419,898,201
297,117,4,874954497,296,116
497,431,4,879310825,496,430
693,211,2,875484789,692,210
880,87,4,880241913,879,86
388,184,4,886441083,387,183
886,49,4,876032187,885,48
528,69,3,886101761,527,68
524,748,2,884321592,523,747
150,50,5,878746719,149,49
471,969,2,889828154,470,968
198,498,3,884207492,197,497
666,427,4,880139382,665,426
102,234,3,888802940,101,233
763,212,4,878920656,762,211
939,1054,4,880261868,938,1053
70,48,4,884064574,69,47
450,1053,3,882396352,449,1052
380,228,3,885479235,379,227
577,447,3,880475226,576,446
373,699,4,877105781,372,698
655,117,2,887426030,654,116
484,926,4,881450136,483,925
545,419,3,884134177,544,418
693,191,2,875482136,692,190
193,1407,3,889126146,192,1406
520,1028,1,885170476,519,1027
398,162,5,875811851,397,161
18,236,3,880131077,17,235
290,98,4,880474235,289,97
506,676,1,874945513,505,675
178,135,2,882826915,177,134
763,174,4,878919019,762,173
184,381,4,889909962,183,380
299,165,4,889501890,298,164
352,89,5,884289693,351,88
875,294,2,876464755,874,293
326,611,3,879875572,325,610
886,58,4,876032331,885,57
479,408,5,879460091,478,407
374,148,4,880392992,373,147
892,222,4,886608094,891,221
744,1134,3,881171482,743,1133
567,209,4,882426812,566,208
823,459,4,878438379,822,458
285,346,4,890595456,284,345
101,255,4,877137015,100,254
459,16,2,879562939,458,15
458,83,4,886398071,457,82
458,152,5,886397275,457,151
354,61,5,891218091,353,60
645,198,3,892053644,644,197
216,47,4,880244870,215,46
347,276,3,881652657,346,275
385,201,4,879441982,384,200
908,98,5,879722300,907,97
826,399,4,885690790,825,398
303,181,5,879468082,302,180
416,332,4,876696823,415,331
374,978,2,880936233,373,977
493,186,5,884131897,492,185
388,682,4,886439808,387,681
371,449,3,880435733,370,448
734,97,4,891022993,733,96
410,323,3,888626990,409,322
577,215,5,880474556,576,214
117,977,3,881009738,116,976
574,300,4,891279012,573,299
7,214,5,891352384,6,213
453,1170,3,877562135,452,1169
352,568,5,884290328,351,567
293,501,4,888906378,292,500
280,1114,4,891702199,279,1113
868,179,4,877107056,867,178
417,132,4,879647850,416,131
854,855,4,882814063,853,854
313,154,2,891014753,312,153
393,29,4,889729398,392,28
110,376,2,886989340,109,375
399,22,3,882342834,398,21
6,200,3,883602422,5,199
244,62,2,880607269,243,61
457,197,5,882396705,456,196
458,939,4,886398187,457,938
664,770,4,876526659,663,769
921,659,5,884673799,920,658
625,212,3,891968320,624,211
661,189,4,876013850,660,188
23,1,5,874784615,22,0
878,82,3,880870609,877,81
693,230,2,875483381,692,229
788,518,3,880869754,787,517
846,470,5,883949200,845,469
907,1057,3,880159151,906,1056
456,56,5,881373353,455,55
234,1453,2,892335415,233,1452
538,566,3,877107765,537,565
588,184,4,890025951,587,183
406,432,5,879793081,405,431
877,566,4,882678547,876,565
80,205,5,887401533,79,204
854,294,2,882811742,853,293
593,468,3,886193438,592,467
843,485,2,879447007,842,484
552,15,3,879222484,551,14
786,203,4,882843753,785,202
655,1375,3,887426008,654,1374
141,126,5,884585642,140,125
8,301,4,879361550,7,300
653,654,2,880606620,652,653
144,297,4,888104150,143,296
470,471,5,879178593,469,470
417,923,3,879647065,416,922
662,6,5,880571006,661,5
854,606,4,882813691,853,605
53,1087,4,879443329,52,1086
459,222,4,879562994,458,221
927,155,4,879193972,926,154
553,186,3,879948552,552,185
269,142,1,891451570,268,141
458,208,4,886395963,457,207
390,124,4,879694232,389,123
301,651,5,882075994,300,650
263,135,5,891299877,262,134
58,654,5,884304865,57,653
342,188,3,875318936,341,187
640,578,3,874778612,639,577
21,244,4,874951349,20,243
218,56,3,881288574,217,55
363,288,4,891493723,362,287
474,289,3,887914906,473,288
119,597,4,874775465,118,596
60,492,5,883326525,59,491
236,179,1,890118417,235,178
896,542,3,887160677,895,541
463,127,5,890530105,462,126
174,953,5,886514377,173,952
268,241,3,875310603,267,240
295,843,4,879517994,294,842
272,187,5,879455043,271,186
608,1113,3,880406862,607,1112
42,660,3,881108484,41,659
535,265,3,879619144,534,264
833,7,3,875035953,832,6
189,166,4,893265657,188,165
75,952,5,884050393,74,951
834,347,4,890860007,833,346
884,582,5,876859351,883,581
238,815,2,883576398,237,814
774,515,2,888556398,773,514
141,284,5,884585071,140,283
914,197,4,887122028,913,196
523,934,4,883702602,522,933
399,276,3,882510107,398,275
871,345,3,888192859,870,344
905,237,3,884983951,904,236
610,95,2,888703316,609,94
862,969,5,879304410,861,968
663,319,1,889492229,662,318
910,273,3,880821492,909,272
922,276,3,891453854,921,275
910,23,4,881421332,909,22
207,597,3,876018471,206,596
25,173,4,885852969,24,172
264,721,5,886123656,263,720
472,378,4,875981759,471,377
320,51,5,884750992,319,50
263,162,5,891299630,262,161
141,1,3,884584753,140,0
271,1266,2,885848943,270,1265
506,209,4,874873529,505,208
880,41,1,880175239,879,40
246,616,5,884922475,245,615
494,127,5,879541080,493,126
15,282,3,879456204,14,281
655,639,3,887473803,654,638
331,503,4,877196504,330,502
800,50,4,887646263,799,49
876,289,3,879428145,875,288
145,738,3,875272927,144,737
691,1,5,875543346,690,0
806,521,3,882387595,805,520
458,285,4,886394423,457,284
936,1129,5,886833795,935,1128
135,554,3,879858003,134,553
825,827,4,881184695,824,826
181,1280,1,878961668,180,1279
886,549,3,876032929,885,548
315,204,5,879821158,314,203
13,659,3,882141335,12,658
932,435,4,891249821,931,434
894,1462,3,882404642,893,1461
890,258,3,882404055,889,257
92,531,4,875653121,91,530
566,136,4,881649621,565,135
796,709,3,892676155,795,708
535,655,4,879618385,534,654
907,496,4,880159666,906,495
95,586,2,881599672,94,585
256,92,1,882164603,255,91
487,87,5,883445606,486,86
450,761,4,882398939,449,760
839,276,3,875751799,838,275
561,715,3,885809606,560,714
896,880,4,887235664,895,879
244,53,3,880607489,243,52
449,1372,4,880410834,448,1371
417,125,5,879646369,416,124
592,183,5,882955613,591,182
717,286,3,884641644,716,285
903,302,4,891380461,902,301
834,284,4,890862468,833,283
582,293,5,882961082,581,292
536,94,4,882363972,535,93
896,1406,3,887160676,895,1405
936,904,5,886831415,935,903
715,101,3,875964131,714,100
141,257,3,884584773,140,256
213,690,3,878870275,212,689
561,215,3,885809872,560,214
796,1299,2,892676043,795,1298
883,496,2,891755066,882,495
322,50,5,887314418,321,49
327,792,4,887819021,326,791
497,385,3,879310792,496,384
181,870,2,878962623,180,869
429,210,4,882387731,428,209
264,100,5,886122261,263,99
328,132,5,885046420,327,131
428,875,4,885944136,427,874
262,72,3,879962366,261,71
77,100,3,884732716,76,99
89,275,5,879441307,88,274
275,393,3,880314772,274,392
805,5,4,881695293,804,4
495,386,3,888636837,494,385
59,513,4,888205144,58,512
737,156,5,884314693,736,155
727,408,4,883708895,726,407
838,1,5,887064024,837,0
658,923,3,875148059,657,922
608,448,5,880406593,607,447
660,1411,2,891201294,659,1410
210,662,2,887730221,209,661
883,665,4,891695717,882,664
457,4,4,882397829,456,3
551,272,5,892775389,550,271
607,475,4,883879811,606,474
342,42,3,875319659,341,41
354,174,4,891218068,353,173
537,713,3,886030177,536,712
398,610,4,875745631,397,609
729,362,4,893286637,728,361
747,604,5,888638913,746,603
716,946,2,879796718,715,945
195,841,2,891841129,194,840
795,95,4,881529851,794,94
100,885,2,891375359,99,884
232,461,5,888549563,231,460
523,407,4,883702800,522,406
682,654,4,888520799,681,653
773,1252,4,888538643,772,1251
330,71,5,876546236,329,70
712,388,3,874957053,711,387
214,285,5,892668153,213,284
339,226,2,891034744,338,225
899,455,3,884119910,898,454
878,1092,3,880867444,877,1091
450,395,3,882470642,449,394
245,258,4,888513691,244,257
280,1459,4,891701747,279,1458
627,526,4,879529916,626,525
889,642,3,880181455,888,641
393,384,3,889729508,392,383
406,427,4,879445897,405,426
907,928,5,880159198,906,927
648,475,1,884364250,647,474
655,224,3,887425845,654,223
13,890,1,883670672,12,889
505,471,4,889333392,504,470
251,427,4,886271675,250,426
62,1118,3,879375537,61,1117
569,126,5,879793909,568,125
225,1203,5,879540778,224,1202
279,288,3,875249102,278,287
478,68,1,889396582,477,67
363,328,3,891493840,362,327
360,963,5,880355448,359,962
869,756,1,884492780,868,755
535,1474,4,879618207,534,1473
758,129,4,881975962,757,128
843,144,3,879444711,842,143
464,515,5,878354965,463,514
928,1025,5,880936022,927,1024
551,479,3,892776380,550,478
456,1547,4,881373948,455,1546
79,275,4,891271627,78,274
70,8,4,884064986,69,7
291,975,2,874834146,290,974
378,273,4,880044221,377,272
682,763,4,888521783,681,762
840,176,3,891204755,839,175
435,184,5,884131771,434,183
38,79,3,892430309,37,78
188,54,4,875074589,187,53
848,638,5,887038073,847,637
350,654,5,882345918,349,653
882,172,5,879864970,881,171
270,441,5,876956420,269,440
674,742,5,887762714,673,741
551,356,4,892783829,550,355
895,117,3,879438082,894,116
308,578,2,887738847,307,577
839,121,3,875752237,838,120
159,220,5,880557782,158,219
294,50,5,877819353,293,49
101,597,3,877136928,100,596
110,94,4,886989473,109,93
222,449,4,878184899,221,448
491,100,5,891186806,490,99
341,292,5,890757659,340,291
842,1395,4,891218060,841,1394
892,613,5,886608714,891,612
806,195,3,882388328,805,194
44,222,4,883613334,43,221
788,1303,3,880871577,787,1302
59,121,4,888203313,58,120
137,96,5,881433654,136,95
20,148,5,879668713,19,147
463,813,4,877385125,462,812
932,515,4,891249373,931,514
741,399,2,891457456,740,398
694,630,3,875728912,693,629
297,148,3,875239619,296,147
332,174,5,888359866,331,173
929,50,4,878402162,928,49
655,13,3,887426237,654,12
94,1046,2,891723262,93,1045
711,652,4,879993824,710,651
659,609,4,891385769,658,608
860,678,3,887754112,859,677
95,403,1,879196457,94,402
880,174,4,880167670,879,173
642,1053,3,886207279,641,1052
758,1292,1,880672876,757,1291
232,302,5,885939473,231,301
726,323,3,889828641,725,322
425,363,1,878739095,424,362
492,657,3,879969345,491,656
293,549,3,888907166,292,548
746,684,4,885075337,745,683
776,444,2,892920423,775,443
882,455,3,879862652,881,454
504,423,4,887840960,503,422
878,496,5,880867387,877,495
504,716,4,887909532,503,715
934,228,4,891193778,933,227
503,423,5,880472321,502,422
312,432,5,891699491,311,431
72,628,4,880035857,71,627
835,357,5,891033232,834,356
669,329,1,891182771,668,328
189,492,3,893265535,188,491
328,149,2,885048730,327,148
41,96,4,890687019,40,95
201,1073,2,884111899,200,1072
21,473,3,874951245,20,472
351,879,5,879481461,350,878
263,622,4,891299949,262,621
716,96,2,879795122,715,95
582,93,5,882960844,581,92
714,284,3,892777438,713,283
348,276,3,886523456,347,275
523,792,4,883702263,522,791
844,300,3,877381268,843,299
724,1591,1,883757468,723,1590
838,187,3,887067019,837,186
486,1272,3,879875154,485,1271
7,543,3,891351772,6,542
128,490,5,879966785,127,489
322,23,5,887314417,321,22
313,333,4,891012877,312,332
352,82,3,884290328,351,81
658,96,4,875147873,657,95
251,183,5,886271733,250,182
299,511,4,878192311,298,510
11,423,5,891904174,10,422
915,305,2,891030070,914,304
451,306,2,879012684,450,305
199,508,4,883782899,198,507
276,569,4,874791169,275,568
370,209,5,879435461,369,208
207,239,3,876079016,206,238
883,919,4,891692713,882,918
234,69,4,892078567,233,68
876,19,5,879428354,875,18
42,433,2,881108760,41,432
881,96,3,876537718,880,95
158,177,4,880134407,157,176
286,340,4,879780905,285,339
130,268,4,875801210,129,267
30,319,4,875060217,29,318
846,143,5,883948804,845,142
393,278,4,887744473,392,277
642,102,5,885603849,641,101
21,760,1,874951293,20,759
932,503,4,891249962,931,502
244,17,2,880607205,243,16
215,168,5,891436024,214,167
641,434,4,879370259,640,433
883,873,3,891695173,882,872
932,191,4,891249620,931,190
326,199,5,879875552,325,198
413,276,4,879969674,412,275
402,118,4,876267096,401,117
537,614,3,886031473,536,613
655,726,2,887475055,654,725
659,170,3,891045943,658,169
387,774,3,886481737,386,773
83,832,3,883868300,82,831
854,421,3,882814028,853,420
23,59,4,874785526,22,58
253,705,5,891628598,252,704
867,273,3,880078991,866,272
247,258,5,893097024,246,257
392,333,4,891037531,391,332
3,328,5,889237455,2,327
460,311,5,882912418,459,310
354,1119,4,891307114,353,1118
548,295,5,891044304,547,294
222,157,4,878181976,221,156
64,265,4,879365491,63,264
327,650,4,887745699,326,649
804,419,3,879444624,803,418
409,9,4,881107992,408,8
313,465,3,891030096,312,464
297,137,5,874954425,296,136
540,473,3,882157687,539,472
458,588,5,886396460,457,587
890,193,4,882402826,889,192
847,151,4,878775914,846,150
771,762,2,880659970,770,761
495,167,4,888636958,494,166
227,294,3,879035431,226,293
184,665,2,889910098,183,664
661,230,4,888300344,660,229
43,742,5,883955650,42,741
804,367,3,879445605,803,366
487,258,5,883440613,486,257
484,778,5,891195246,483,777
697,270,5,882622481,696,269
385,111,2,879440267,384,110
311,68,1,884365824,310,67
54,328,4,880928957,53,327
681,1394,5,885409742,680,1393
727,250,5,883709242,726,249
334,433,5,891628158,333,432
821,180,5,874793517,820,179
749,748,3,878846384,748,747
92,546,2,875640512,91,545
896,872,3,887157322,895,871
339,73,3,891035003,338,72
861,584,5,881274815,860,583
339,65,4,891033452,338,64
300,1094,5,875650298,299,1093
458,519,4,886395899,457,518
552,1152,3,879222002,551,1151
329,303,4,891655350,328,302
311,179,2,884365357,310,178
588,1219,2,890028385,587,1218
38,451,5,892431727,37,450
417,541,2,879649389,416,540
157,740,2,886889876,156,739
698,195,4,886366483,697,194
632,845,4,879459677,631,844
831,316,3,891354338,830,315
559,1556,3,891033759,558,1555
746,121,3,885075337,745,120
328,204,3,885045993,327,203
321,89,3,879440716,320,88
592,297,5,882607844,591,296
622,484,3,882669803,621,483
705,373,3,883428237,704,372
639,215,1,891239271,638,214
532,136,5,892865321,531,135
405,808,1,885546487,404,807
102,95,4,883748488,101,94
327,497,4,887818658,326,496
593,181,4,875658800,592,180
606,951,2,880928181,605,950
145,1025,4,877343020,144,1024
448,268,3,891888367,447,267
588,178,5,890015323,587,177
311,8,4,884364465,310,7
45,100,5,881010742,44,99
617,185,5,883789042,616,184
666,474,5,880139323,665,473
632,357,4,879456844,631,356
312,653,5,891698365,311,652
519,879,5,883248595,518,878
291,427,4,874868304,290,426
458,293,5,886396767,457,292
221,1250,2,875247855,220,1249
287,181,3,875333964,286,180
676,895,1,892685562,675,894
474,258,4,887914688,473,257
383,474,5,891193072,382,473
755,264,2,882570077,754,263
339,222,4,891033512,338,221
201,334,4,884110927,200,333
653,728,2,880153568,652,727
399,318,5,882342589,398,317
573,685,3,885843779,572,684
117,411,3,880126232,116,410
843,627,2,879447718,842,626
312,131,5,891699702,311,130
880,380,3,880242281,879,379
627,197,5,879529730,626,196
823,423,5,878438780,822,422
388,237,5,886436813,387,236
607,137,4,883879556,606,136
693,56,4,875483268,692,55
733,1338,4,879536608,732,1337
686,12,5,879545758,685,11
405,364,1,885547766,404,363
407,234,3,875042268,406,233
504,1522,3,887840942,503,1521
561,497,4,885809064,560,496
474,42,4,887923923,473,41
