movie_id,title,movie_encoded
617,"Blue Angel, The (Blaue Engel, Der) (1930)",616
618,Picnic (1955),617
619,Extreme Measures (1996),618
620,"Chamber, The (1996)",619
621,"Davy Crockett, King of the Wild Frontier (1955)",620
622,Swiss Family Robinson (1960),621
623,Angels in the Outfield (1994),622
624,"Three Caballeros, The (1945)",623
625,"Sword in the Stone, The (1963)",624
626,So Dear to My Heart (1949),625
627,Robin Hood: Prince of Thieves (1991),626
628,Sleepers (1996),627
629,Victor/Victoria (1982),628
630,"Great Race, The (1965)",629
631,"Crying Game, The (1992)",630
632,Sophie's Choice (1982),631
633,"Christmas Carol, A (1938)",632
634,Microcosmos: Le peuple de l'herbe (1996),633
635,"Fog, The (1980)",634
636,Escape from New York (1981),635
637,"Howling, The (1981)",636
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",637
639,"Tin Drum, The (Blechtrommel, Die) (1979)",638
640,"Cook the Thief His Wife & Her Lover, The (1989)",639
641,Paths of Glory (1957),640
642,"Grifters, The (1990)",641
643,The Innocent (1994),642
644,"Thin Blue Line, The (1988)",643
645,Paris Is Burning (1990),644
646,Once Upon a Time in the West (1969),645
647,Ran (1985),646
648,"Quiet Man, The (1952)",647
649,Once Upon a Time in America (1984),648
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",649
651,Glory (1989),650
652,Rosencrantz and Guildenstern Are Dead (1990),651
653,Touch of Evil (1958),652
654,Chinatown (1974),653
655,Stand by Me (1986),654
656,M (1931),655
657,"Manchurian Candidate, The (1962)",656
658,Pump Up the Volume (1990),657
659,Arsenic and Old Lace (1944),658
660,Fried Green Tomatoes (1991),659
661,High Noon (1952),660
662,Somewhere in Time (1980),661
663,Being There (1979),662
664,"Paris, Texas (1984)",663
665,Alien 3 (1992),664
666,Blood For Dracula (Andy Warhol's Dracula) (1974),665
667,Audrey Rose (1977),666
668,Blood Beach (1981),667
669,Body Parts (1991),668
670,Body Snatchers (1993),669
671,Bride of Frankenstein (1935),670
672,Candyman (1992),671
673,Cape Fear (1962),672
674,Cat People (1982),673
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",674
676,"Crucible, The (1996)",675
677,Fire on the Mountain (1996),676
678,Volcano (1997),677
679,Conan the Barbarian (1981),678
680,Kull the Conqueror (1997),679
681,Wishmaster (1997),680
682,I Know What You Did Last Summer (1997),681
683,Rocket Man (1997),682
684,In the Line of Fire (1993),683
685,Executive Decision (1996),684
686,"Perfect World, A (1993)",685
687,McHale's Navy (1997),686
688,Leave It to Beaver (1997),687
689,"Jackal, The (1997)",688
690,Seven Years in Tibet (1997),689
691,Dark City (1998),690
692,"American President, The (1995)",691
693,Casino (1995),692
694,Persuasion (1995),693
695,Kicking and Screaming (1995),694
696,City Hall (1996),695
697,"Basketball Diaries, The (1995)",696
698,"Browning Version, The (1994)",697
699,Little Women (1994),698
700,Miami Rhapsody (1995),699
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",700
702,Barcelona (1994),701
703,Widows' Peak (1994),702
704,"House of the Spirits, The (1993)",703
705,Singin' in the Rain (1952),704
706,Bad Moon (1996),705
707,Enchanted April (1991),706
708,"Sex, Lies, and Videotape (1989)",707
709,Strictly Ballroom (1992),708
710,Better Off Dead... (1985),709
711,"Substance of Fire, The (1996)",710
712,Tin Men (1987),711
713,Othello (1995),712
714,Carrington (1995),713
715,To Die For (1995),714
716,Home for the Holidays (1995),715
717,"Juror, The (1996)",716
718,In the Bleak Midwinter (1995),717
719,Canadian Bacon (1994),718
720,First Knight (1995),719
721,Mallrats (1995),720
722,Nine Months (1995),721
723,Boys on the Side (1995),722
724,Circle of Friends (1995),723
725,Exit to Eden (1994),724
726,Fluke (1995),725
727,Immortal Beloved (1994),726
728,Junior (1994),727
729,Nell (1994),728
730,"Queen Margot (Reine Margot, La) (1994)",729
731,"Corrina, Corrina (1994)",730
732,Dave (1993),731
733,Go Fish (1994),732
734,Made in America (1993),733
735,Philadelphia (1993),734
736,Shadowlands (1993),735
737,Sirens (1994),736
738,Threesome (1994),737
739,Pretty Woman (1990),738
740,Jane Eyre (1996),739
741,"Last Supper, The (1995)",740
742,Ransom (1996),741
743,"Crow: City of Angels, The (1996)",742
744,Michael Collins (1996),743
745,"Ruling Class, The (1972)",744
746,Real Genius (1985),745
747,Benny & Joon (1993),746
748,"Saint, The (1997)",747
749,"MatchMaker, The (1997)",748
750,Amistad (1997),749
751,Tomorrow Never Dies (1997),750
752,"Replacement Killers, The (1998)",751
753,Burnt By the Sun (1994),752
754,Red Corner (1997),753
755,Jumanji (1995),754
756,Father of the Bride Part II (1995),755
757,Across the Sea of Time (1995),756
758,Lawnmower Man 2: Beyond Cyberspace (1996),757
759,Fair Game (1995),758
760,Screamers (1995),759
761,Nick of Time (1995),760
762,Beautiful Girls (1996),761
763,Happy Gilmore (1996),762
764,If Lucy Fell (1996),763
765,Boomerang (1992),764
766,Man of the Year (1995),765
767,"Addiction, The (1995)",766
768,Casper (1995),767
769,Congo (1995),768
770,Devil in a Blue Dress (1995),769
771,Johnny Mnemonic (1995),770
772,Kids (1995),771
773,Mute Witness (1994),772
774,"Prophecy, The (1995)",773
775,Something to Talk About (1995),774
776,Three Wishes (1995),775
777,Castle Freak (1995),776
778,Don Juan DeMarco (1995),777
779,Drop Zone (1994),778
780,Dumb & Dumber (1994),779
781,French Kiss (1995),780
782,Little Odessa (1994),781
783,Milk Money (1994),782
784,Beyond Bedlam (1993),783
785,Only You (1994),784
786,"Perez Family, The (1995)",785
787,Roommates (1995),786
788,Relative Fear (1994),787
789,Swimming with Sharks (1995),788
790,Tommy Boy (1995),789
791,"Baby-Sitters Club, The (1995)",790
792,Bullets Over Broadway (1994),791
793,Crooklyn (1994),792
794,It Could Happen to You (1994),793
795,Richie Rich (1994),794
796,Speechless (1994),795
797,Timecop (1994),796
798,Bad Company (1995),797
799,Boys Life (1995),798
800,In the Mouth of Madness (1995),799
801,"Air Up There, The (1994)",800
802,Hard Target (1993),801
803,Heaven & Earth (1993),802
804,Jimmy Hollywood (1994),803
805,Manhattan Murder Mystery (1993),804
806,Menace II Society (1993),805
807,Poetic Justice (1993),806
808,"Program, The (1993)",807
809,Rising Sun (1993),808
810,"Shadow, The (1994)",809
811,Thirty-Two Short Films About Glenn Gould (1993),810
812,Andre (1994),811
813,"Celluloid Closet, The (1995)",812
814,"Great Day in Harlem, A (1994)",813
815,One Fine Day (1996),814
816,Candyman: Farewell to the Flesh (1995),815
817,Frisk (1995),816
818,Girl 6 (1996),817
819,Eddie (1996),818
820,Space Jam (1996),819
821,Mrs. Winterbourne (1996),820
822,Faces (1968),821
823,Mulholland Falls (1996),822
824,"Great White Hype, The (1996)",823
825,"Arrival, The (1996)",824
826,"Phantom, The (1996)",825
827,Daylight (1996),826
828,Alaska (1996),827
829,Fled (1996),828
830,Power 98 (1995),829
831,Escape from L.A. (1996),830
832,Bogus (1996),831
833,Bulletproof (1996),832
834,Halloween: The Curse of Michael Myers (1995),833
835,"Gay Divorcee, The (1934)",834
836,Ninotchka (1939),835
837,Meet John Doe (1941),836
838,In the Line of Duty 2 (1987),837
839,Loch Ness (1995),838
